98,"Lazlo","拉兹罗",text.ini,6,12,5305996
99,"Bohtz","博茨",text.ini,6,12,5306028
100,"Ceres","Ceres",text.ini,6,12,5306036
101,"Brody","布罗迪",text.ini,6,12,5306060
102,"Oseam","奥谢姆",text.ini,6,12,5306088
103,"Favre","法弗尔",text.ini,6,12,5306256
104,"Meryl","梅丽尔",text.ini,6,12,5306272
105,"Kasim","卡西姆",text.ini,6,12,5306280
106,"Ischt","伊施特",text.ini,6,12,5306288
107,"Darie","达列",text.ini,6,12,5306296
108,"Keith","基思",text.ini,6,12,5306384
109,"Lloyd","劳埃德",text.ini,6,12,5306400
110,"Gorto","戈尔托",text.ini,6,12,5306408
111,"Hadat","哈达特",text.ini,6,12,5306424
112,"Karen","凯伦",text.ini,6,12,5306432
113,"Maria","玛丽亚",text.ini,6,12,5306440
114,"Zalem","撒冷",text.ini,6,12,5306448
115,"Frith","弗里斯",text.ini,6,12,5306464
116,"Blitz","闪电战",text.ini,6,12,5306488
117,"Tanya","坦尼娅",text.ini,6,12,5306504
118,"Reise","Reise",text.ini,6,12,5306528
119,"Boris","鲍里斯",text.ini,6,12,5306564
120,"Sound","声音",text.ini,6,12,5309300
121,"Files","文件",text.ini,6,12,5309312
122,"Title","标题",text.ini,6,12,5311480
123,"Diary","日记",text.ini,6,12,5311496
124,"Shnax","什纳克斯",text.ini,6,12,5313520
125,"Xetso","谢措",text.ini,6,12,5313528
126,"Ecclo","埃克洛",text.ini,6,12,5313568
127,"Quilg","奎尔格",text.ini,6,12,5313584
128,"Sammy","萨米",text.ini,6,12,5313676
129,"Hosio","霍西奥",text.ini,6,12,5313772
130,"Jaxie","贾西",text.ini,6,12,5313940
131,"Shuya","舒雅",text.ini,6,12,5313948
132,"Crumb","屑",text.ini,6,12,5314112
133,"Tronn","特龙",text.ini,6,12,5314120
134,"Robey","罗比",text.ini,6,12,5314208
135,"Elroy","埃尔罗伊",text.ini,6,12,5314552
136,"Gruel","粥",text.ini,6,12,5314604
137,"Floot","飞",text.ini,6,12,5314636
138,"Kleet","克莱",text.ini,6,12,5314700
139,"Clomp","克龙普",text.ini,6,12,5314764
140,"Bemmi","贝米",text.ini,6,12,5314872
141,"Epona","艾波娜",text.ini,6,12,5314904
142,"Shion","史昂",text.ini,6,12,5315056
143,"Seedy","破旧",text.ini,6,12,5315284
144,"Loner","孤独者",text.ini,6,12,5316004
145,"Loyal","忠诚",text.ini,6,12,5316624
146,"Sunny","阳光明媚",text.ini,6,12,5317008
147,"Aloof","冷漠",text.ini,6,12,5317088
148,"Mossy","苔藓",text.ini,6,12,5317844
149,"Pious","虔诚",text.ini,6,12,5318024
150,"Aldow","阿尔多",text.ini,6,12,5318264
151,"Solid","固体",text.ini,6,12,5330072
152,"Black","黑色",text.ini,6,12,5330112
153,"Point","点",text.ini,6,12,5330188
154,"Total","总",text.ini,6,12,5330232
155,"Debug","调试",text.ini,6,12,5330252
156,"Start","开始",text.ini,6,12,5330312
157,"ERASE","擦除",text.ini,6,12,5330480
158,"TITLE","标题",text.ini,6,12,5330488
159,"MAGIC","魔法",text.ini,6,12,5331456
160,"EQUIP","装备",text.ini,6,12,5331920
161,"FILES","文件",text.ini,6,12,5332188
162,"Sunday","周日",text.ini,7,12,5162280
163,"Monday","周一",text.ini,7,12,5162288
164,"Friday","周五",text.ini,7,12,5162328
165,"August","八月",text.ini,7,12,5162448
166,"Talwar","Talwar",text.ini,7,12,5300668
167,"Reflex","反射",text.ini,7,12,5300884
168,"Elixir","丹",text.ini,7,12,5301508
169,"Cactus","仙人掌",text.ini,7,12,5301688
170,"Pebble","卵石",text.ini,7,12,5301696
171,"Chrace","查雷斯",text.ini,7,12,5301724
172,"Puroid","普罗伊德",text.ini,7,12,5301796
173,"Eggnid","埃格尼德",text.ini,7,12,5301848
174,"Onuman","大沼",text.ini,7,12,5301908
175,"Baocar","包卡尔",text.ini,7,12,5301976
176,"Bearot","贝罗",text.ini,7,12,5302016
177,"Trover","Trover",text.ini,7,12,5302024
178,"Delpus","德尔普斯",text.ini,7,12,5302040
179,"Godrup","戈德鲁普",text.ini,7,12,5302048
180,"Gearot","吉罗",text.ini,7,12,5302084
181,"Zearot","泽罗特",text.ini,7,12,5302124
182,"Dalles","Dalles",text.ini,7,12,5302212
183,"Larsen","拉森",text.ini,7,12,5306004
184,"Sheila","希拉",text.ini,7,12,5306020
185,"Marina","Marina",text.ini,7,12,5306052
186,"Carson","卡森",text.ini,7,12,5306264
187,"Flonne","弗洛讷",text.ini,7,12,5306304
188,"Roodle","罗德尔",text.ini,7,12,5306312
189,"Brooce","布鲁斯",text.ini,7,12,5306340
190,"Prooto","普罗奥托",text.ini,7,12,5306348
191,"Rooroo","鲁鲁",text.ini,7,12,5306368
192,"Droozy","德鲁齐",text.ini,7,12,5306392
193,"Paulie","保利",text.ini,7,12,5306480
194,"Rimera","里梅拉",text.ini,7,12,5306552
195,"Rascal","流氓",text.ini,7,12,5307048
196,"Mascot","吉祥物",text.ini,7,12,5309348
197,"NORMAL","正常",text.ini,7,12,5311724
198,"Dumdum","达姆弹",text.ini,7,12,5313480
199,"Glurax","格卢拉克斯",text.ini,7,12,5313504
200,"Tywyro","蒂怀罗",text.ini,7,12,5313544
201,"Orzers","奥尔采尔",text.ini,7,12,5313560
202,"Junjun","君君",text.ini,7,12,5313576
203,"Texmex","Texmex",text.ini,7,12,5313600
204,"Uuuuur","乌乌尔",text.ini,7,12,5313700
205,"Lukduk","卢克杜克",text.ini,7,12,5313708
206,"Allair","阿莱尔",text.ini,7,12,5313764
207,"Sogara","曾良",text.ini,7,12,5313824
208,"Sheeho","希霍",text.ini,7,12,5313844
209,"Pootis","普蒂斯",text.ini,7,12,5313956
210,"Yuriel","尤列尔",text.ini,7,12,5313996
211,"Fizban","菲兹班",text.ini,7,12,5314048
212,"Merlan","美兰",text.ini,7,12,5314056
213,"Zifnab","齐夫纳布",text.ini,7,12,5314072
214,"Bagtie","巴格蒂",text.ini,7,12,5314104
215,"Dealio","德阿利奥",text.ini,7,12,5314128
216,"Tellah","泰拉",text.ini,7,12,5314136
217,"Strago","斯特拉戈",text.ini,7,12,5314144
218,"Fearme","费尔梅",text.ini,7,12,5314216
219,"Fixins","菲桑",text.ini,7,12,5314456
220,"Potato","马铃薯",text.ini,7,12,5314572
221,"Eevool","Eevool",text.ini,7,12,5314812
222,"Preeci","普雷齐",text.ini,7,12,5314820
223,"Velara","Velara",text.ini,7,12,5314880
224,"Neebri","内布里",text.ini,7,12,5314960
225,"Fawani","法瓦尼",text.ini,7,12,5314988
226,"Keleka","凯莱卡",text.ini,7,12,5315008
227,"Etoile","Etoile",text.ini,7,12,5315016
228,"Bonnet","阀盖",text.ini,7,12,5315024
229,"Chiaka","基亚卡",text.ini,7,12,5315040
230,"Chubby","胖乎乎",text.ini,7,12,5315268
231,"Skinny","瘦",text.ini,7,12,5315276
232,"Ornery","暴躁",text.ini,7,12,5315496
233,"Sinewy","强壮有力",text.ini,7,12,5315540
234,"Demure","端庄",text.ini,7,12,5315548
235,"Wicked","恶人",text.ini,7,12,5316092
236,"Nitwit","笨蛋",text.ini,7,12,5316236
237,"Classy","优雅",text.ini,7,12,5316472
238,"Daring","大胆",text.ini,7,12,5316516
239,"Feudal","封建",text.ini,7,12,5316724
240,"Albino","白化",text.ini,7,12,5316732
241,"Stormy","暴风雨",text.ini,7,12,5316868
242,"Sinner","罪人",text.ini,7,12,5317228
243,"Drippy","Drippy",text.ini,7,12,5317704
244,"Cancel","取消",text.ini,7,12,5330320
245,"Custom","自定义",text.ini,7,12,5330376
246,"OPTION","选项",text.ini,7,12,5332208
247,"Tuesday","周二",text.ini,8,12,5162296
248,"January","一月",text.ini,8,12,5162396
249,"October","十月",text.ini,8,12,5162468
250,"Mattock","马托克",text.ini,8,12,5301416
251,"Chicken","鸡",text.ini,8,12,5301732
252,"Godaago","戈达戈",text.ini,8,12,5301740
253,"Gnometh","侏儒",text.ini,8,12,5301760
254,"Ripplet","小涟漪",text.ini,8,12,5301780
255,"Zolgell","佐尔格尔",text.ini,8,12,5301788
256,"K'nocks","克诺克斯",text.ini,8,12,5301820
257,"Gercard","热尔卡尔",text.ini,8,12,5301856
258,"Gworter","格沃特",text.ini,8,12,5301864
259,"Galgata","加尔加塔",text.ini,8,12,5301872
260,"Scollun","斯科伦",text.ini,8,12,5301900
261,"Ashveil","阿什维尔",text.ini,8,12,5301952
262,"Magnute","马努特",text.ini,8,12,5301960
263,"Nashzar","纳什扎尔",text.ini,8,12,5301968
264,"Nustarl","努斯塔尔",text.ini,8,12,5301984
265,"Allomod","阿洛莫德",text.ini,8,12,5302032
266,"Ceabith","塞比",text.ini,8,12,5302116
267,"Druegar","德吕加尔",text.ini,8,12,5302188
268,"Gelaldy","盖拉尔迪",text.ini,8,12,5302196
269,"Natasha","娜塔莎",text.ini,8,12,5305932
270,"Lucille","露西尔",text.ini,8,12,5306104
271,"Saffron","藏红花",text.ini,8,12,5306172
272,"Natalie","娜塔莉",text.ini,8,12,5306204
273,"Chelnie","切尔尼",text.ini,8,12,5306236
274,"Roo-kie","鲁姬",text.ini,8,12,5306376
275,"Display","显示",text.ini,8,12,5309292
276,"Esteria","埃斯特里亚",text.ini,8,12,5311488
277,"Opening","开口",text.ini,8,12,5311504
278,"Bloober","Bloober",text.ini,8,12,5313488
279,"Vazumba","瓦宗巴",text.ini,8,12,5313496
280,"Kloklok","克洛克洛克",text.ini,8,12,5313552
281,"Alfadaz","阿尔法达兹",text.ini,8,12,5313608
282,"Kibbles","粗粒",text.ini,8,12,5313668
283,"Pickles","泡菜",text.ini,8,12,5313684
284,"Poytomo","波伊托莫",text.ini,8,12,5313692
285,"Jaytaro","杰塔罗",text.ini,8,12,5313740
286,"Nakasma","纳卡斯马",text.ini,8,12,5313816
287,"Fortuna","Fortuna",text.ini,8,12,5313864
288,"Juniper","Juniper",text.ini,8,12,5313884
289,"Goondox","贡多克斯",text.ini,8,12,5313904
290,"Oedipus","恋母",text.ini,8,12,5313924
291,"Douglas","道格拉斯",text.ini,8,12,5313932
292,"Meltain","梅尔坦",text.ini,8,12,5313976
293,"Peltoot","佩尔图特",text.ini,8,12,5314016
294,"Amazemo","阿马泽莫",text.ini,8,12,5314264
295,"Maltarr","马尔塔尔",text.ini,8,12,5314272
296,"Johnnie","Johnnie",text.ini,8,12,5314368
297,"Cryhard","克里哈德",text.ini,8,12,5314464
298,"Poolboy","泳池男孩",text.ini,8,12,5314484
299,"Oldsnot","奥尔德斯诺",text.ini,8,12,5314612
300,"Sherbet","果子露",text.ini,8,12,5314620
301,"Creepia","Creepia",text.ini,8,12,5314944
302,"Adolina","阿多利纳",text.ini,8,12,5315032
303,"Meridia","Meridia",text.ini,8,12,5315048
304,"Bassoon","巴松",text.ini,8,12,5315064
305,"Bloated","臃肿",text.ini,8,12,5315260
306,"Scrawny","骨瘦如柴",text.ini,8,12,5315304
307,"Miserly","吝啬",text.ini,8,12,5315748
308,"Languid","慵懒",text.ini,8,12,5315756
309,"Squeaky","吱吱",text.ini,8,12,5315808
310,"Wailing","哀号",text.ini,8,12,5315840
311,"Drunken","醉酒",text.ini,8,12,5315900
312,"Hellish","地狱般",text.ini,8,12,5316064
313,"Shadowy","阴暗",text.ini,8,12,5316100
314,"Chaotic","混沌",text.ini,8,12,5316108
315,"Brutish","野蛮",text.ini,8,12,5316196
316,"Inhuman","不人道",text.ini,8,12,5316204
317,"Ghastly","可怕",text.ini,8,12,5316256
318,"Undying","不死",text.ini,8,12,5316276
319,"Blazing","炽热",text.ini,8,12,5316396
320,"Ruinous","毁灭性",text.ini,8,12,5316548
321,"Naughty","淘气",text.ini,8,12,5316580
322,"Devoted","致力",text.ini,8,12,5316588
323,"Unshorn","未修剪的",text.ini,8,12,5316876
324,"Lunatic","疯子",text.ini,8,12,5317028
325,"Eeeevil","恶",text.ini,8,12,5317308
326,"Unlucky","倒霉",text.ini,8,12,5317528
327,"Deathly","死亡",text.ini,8,12,5317684
328,"Crumbly","易碎",text.ini,8,12,5317876
329,"Artwork","艺术品",text.ini,8,12,5329964
330,"Classic","经典",text.ini,8,12,5330132
331,"Compact","紧凑",text.ini,8,12,5330208
332,"Thursday","周四",text.ini,9,12,5162316
333,"Saturday","周六",text.ini,9,12,5162336
334,"February","二月",text.ini,9,12,5162404
335,"November","十一月",text.ini,9,12,5162476
336,"December","十二月",text.ini,9,12,5162488
337,"Darm It!","该死！",text.ini,9,12,5196860
338,"Iron Ore","铁矿石",text.ini,9,12,5301172
339,"Cruberry","克鲁贝里",text.ini,9,12,5301560
340,"Raw Meat","生肉",text.ini,9,12,5301588
341,"Meat Pie","肉饼",text.ini,9,12,5301628
342,"Cauction","考蒂翁",text.ini,9,12,5301748
343,"Warrizor","阿利佐尔",text.ini,9,12,5301768
344,"El Endes","埃尔恩德斯",text.ini,9,12,5301992
345,"Forkless","无叉的",text.ini,9,12,5302056
346,"Charront","沙龙",text.ini,9,12,5302104
347,"Valkyria","Valkyria",text.ini,9,12,5302132
348,"Zavanite","硫锑铅矿",text.ini,9,12,5302152
349,"Tyalmath","蒂亚尔马特",text.ini,9,12,5302164
350,"Caesaria","凯撒里亚",text.ini,9,12,5306068
351,"Tallyroo","塔利鲁",text.ini,9,12,5306328
352,"Touroose","图鲁斯",text.ini,9,12,5306356
353,"Settings","设置",text.ini,9,12,5309256
354,"Movement","运动",text.ini,9,12,5309320
355,"Rootmoog","鲁特穆格",text.ini,9,12,5313728
356,"Chavesse","沙韦斯",text.ini,9,12,5313780
357,"Nomigura","野村",text.ini,9,12,5313792
358,"Kayberry","凯伯里",text.ini,9,12,5313804
359,"Maryland","马里兰",text.ini,9,12,5313852
360,"Chaarles","沙尔勒",text.ini,9,12,5313872
361,"Ophelius","奥菲柳斯",text.ini,9,12,5313892
362,"Francois","弗朗索瓦",text.ini,9,12,5313964
363,"Alakazed","阿拉卡泽德",text.ini,9,12,5314024
364,"Skeletro","斯凯莱特罗",text.ini,9,12,5314092
365,"Melchior","梅尔基奥尔",text.ini,9,12,5314164
366,"Fantasmo","幻想曲",text.ini,9,12,5314176
367,"Khlatoon","克拉通",text.ini,9,12,5314292
368,"Gibblets","吉布莱茨",text.ini,9,12,5314316
369,"Gollygee","戈利吉",text.ini,9,12,5314424
370,"Ipswitch","Ipswitch",text.ini,9,12,5314516
371,"Clambake","烧烤晚宴",text.ini,9,12,5314540
372,"Vartwind","瓦特温德",text.ini,9,12,5314592
373,"Creatora","克里托拉",text.ini,9,12,5314828
374,"Svetlana","Svetlana",text.ini,9,12,5314840
375,"Poiltana","普瓦塔纳",text.ini,9,12,5314852
376,"Drilliad","德里利亚德",text.ini,9,12,5314892
377,"Valorous","勇敢",text.ini,9,12,5315484
378,"Fugitive","逃犯",text.ini,9,12,5315648
379,"Homebody","宅女",text.ini,9,12,5315764
380,"Cowardly","懦弱",text.ini,9,12,5315816
381,"Reckless","鲁莽",text.ini,9,12,5315924
382,"Glorious","光荣",text.ini,9,12,5316072
383,"Batterer","打人者",text.ini,9,12,5316224
384,"Accursed","诅咒",text.ini,9,12,5316284
385,"Evildoer","妖孽",text.ini,9,12,5316404
386,"Resolute","坚决",text.ini,9,12,5316480
387,"Militant","激进",text.ini,9,12,5316492
388,"Pursuant","根据",text.ini,9,12,5316536
389,"Prodigal","浪子",text.ini,9,12,5316556
390,"Exultant","兴高采烈",text.ini,9,12,5316632
391,"Knightly","骑士",text.ini,9,12,5316644
392,"Lukewarm","不热",text.ini,9,12,5316780
393,"Kamikaze","神风",text.ini,9,12,5316964
394,"Feverish","发烧",text.ini,9,12,5317016
395,"Unstable","不稳定",text.ini,9,12,5317076
396,"Hooligan","流氓",text.ini,9,12,5317588
397,"Departed","离开",text.ini,9,12,5317692
398,"Gourmand","Gourmand",text.ini,9,12,5317744
399,"Sleep-in","留宿",text.ini,9,12,5317756
400,"Roadside","路边",text.ini,9,12,5317808
401,"Scraggly","蓬乱的",text.ini,9,12,5317928
402,"Hardened","硬化",text.ini,9,12,5317940
403,"Diligent","勤奋",text.ini,9,12,5318060
404,"Pleasant","愉快",text.ini,9,12,5318072
405,"Bad News","坏消息",text.ini,9,12,5318200
406,"Complete","完成",text.ini,9,12,5330120
407,"Standard","标准",text.ini,9,12,5330140
408,"Bilinear","双线性",text.ini,9,12,5330152
409,"BGM Type","BGM类型",text.ini,9,12,5330240
410,"NEW GAME","新游戏",text.ini,9,12,5332216
411,"Wednesday","周三",text.ini,10,12,5162304
412,"September","九月",text.ini,10,12,5162456
413,"Hawk Idol","鹰偶像",text.ini,10,12,5301012
414,"Evil Bell","邪恶的钟",text.ini,10,12,5301316
415,"Roda Leaf","罗达·利夫",text.ini,10,12,5301476
416,"Orihalcus","奥里哈克斯",text.ini,10,12,5301836
417,"Xelbenoth","克塞尔贝诺特",text.ini,10,12,5301924
418,"Malochius","马洛基乌斯",text.ini,10,12,5302004
419,"Rewillvan","雷维尔万",text.ini,10,12,5302092
420,"Level up!","升级！",text.ini,10,12,5307132
421,"NIGHTMARE","噩梦",text.ini,10,12,5311732
422,"Blomkvist","布隆维斯特",text.ini,10,12,5313632
423,"Oogamaloo","奥加马卢",text.ini,10,12,5313644
424,"Challiers","沙利耶",text.ini,10,12,5313748
425,"Ellipscus","椭圆虫属",text.ini,10,12,5313832
426,"Pironesia","皮罗尼西亚",text.ini,10,12,5314004
427,"Salacious","淫秽",text.ini,10,12,5314080
428,"Rincewind","Rincewind",text.ini,10,12,5314196
429,"Mussoltus","穆索尔图斯",text.ini,10,12,5314244
430,"September","九月",text.ini,10,12,5314280
431,"Jellytoes","果冻脚趾",text.ini,10,12,5314304
432,"Meatables","肉类",text.ini,10,12,5314340
433,"Jigglywoo","吉格利乌",text.ini,10,12,5314412
434,"Lintbelly","林特贝利",text.ini,10,12,5314444
435,"Dichotoma","叉叶菊属",text.ini,10,12,5314920
436,"Snowflake","雪花",text.ini,10,12,5314996
437,"Injurious","伤害力",text.ini,10,12,5315328
438,"Dimwitted","无脑儿",text.ini,10,12,5315404
439,"Odiferous","有气味",text.ini,10,12,5315416
440,"Truculent","好斗",text.ini,10,12,5315516
441,"Go-getter","拼命三",text.ini,10,12,5315672
442,"Night-owl","夜猫子",text.ini,10,12,5315684
443,"Sweetypie","斯威特皮",text.ini,10,12,5315724
444,"Wheedling","哄骗",text.ini,10,12,5315848
445,"Wholesome","有益健康",text.ini,10,12,5315888
446,"Tottering","摇摇欲坠",text.ini,10,12,5315936
447,"Dishonest","不诚实",text.ini,10,12,5315980
448,"Nefarious","邪恶",text.ini,10,12,5315992
449,"Malicious","恶意",text.ini,10,12,5316128
450,"Resentful","怨恨",text.ini,10,12,5316344
451,"Heartless","无情",text.ini,10,12,5316416
452,"Libertine","Libertine",text.ini,10,12,5316524
453,"Fraternal","兄弟",text.ini,10,12,5316612
454,"Good-luck","好运",text.ini,10,12,5316840
455,"Doomsayer","乌鸦嘴",text.ini,10,12,5317336
456,"Dastardly","卑鄙",text.ini,10,12,5317408
457,"Soon-dead","快死了",text.ini,10,12,5317504
458,"Tomb King","墓王",text.ini,10,12,5317576
459,"Sun-dried","晒干的",text.ini,10,12,5317656
460,"Flowerpot","花盆",text.ini,10,12,5317852
461,"Murderous","凶残",text.ini,10,12,5318084
462,"Clockwork","发条",text.ini,10,12,5318188
463,"Filtering","过滤",text.ini,10,12,5329972
464,"Quit Game","退出游戏",text.ini,10,12,5329984
465,"Trilinear","三线性",text.ini,10,12,5330164
466,"Mascot: Ed","吉祥物：Ed",text.ini,11,12,5298492
467,"Long Sword","长剑",text.ini,11,12,5300676
468,"Chain Mail","锁子甲",text.ini,11,12,5300812
469,"Plate Mail","板甲",text.ini,11,12,5300840
470,"Fire Magic","火系魔法",text.ini,11,12,5300892
471,"Time Magic","时间魔法",text.ini,11,12,5300960
472,"Shrine Key","神殿钥匙",text.ini,11,12,5301200
473,"Lila Shell","莱拉·谢尔",text.ini,11,12,5301272
474,"Sacred Cup","圣杯",text.ini,11,12,5301392
475,"Roda Fruit","罗达水果",text.ini,11,12,5301548
476,"Red Pepper","红辣椒",text.ini,11,12,5301640
477,"Preliguard","护舷",text.ini,11,12,5301880
478,"Velagunder","韦拉贡德",text.ini,11,12,5302176
479,"Jeba Tovah","杰巴·托瓦",text.ini,11,12,5305740
480,"Luta Gemma","卢塔·杰玛",text.ini,11,12,5305752
481,"Flair Rall","Flair Rall",text.ini,11,12,5305920
482,"Masontorch","梅森火炬",text.ini,11,12,5306128
483,"Roos' Nest","Roos' Nest",text.ini,11,12,5310616
484,"Guardhouse","警卫室",text.ini,11,12,5311332
485,"Ribnibbler","里布尼布勒",text.ini,11,12,5313656
486,"Rootbarrel","根桶",text.ini,11,12,5313912
487,"Jackadaisy","雅卡代西",text.ini,11,12,5313984
488,"Abracadave","阿布拉卡达夫",text.ini,11,12,5314036
489,"Plocksweat","汗",text.ini,11,12,5314328
490,"Firekicker","火踢",text.ini,11,12,5314528
491,"Swimmyface","Swimmyface",text.ini,11,12,5314560
492,"Clipstache","小胡子",text.ini,11,12,5314580
493,"Meliodrami","梅利奥德拉米",text.ini,11,12,5314932
494,"Gaytkeepah","盖特基帕",text.ini,11,12,5315096
495,"Crocodiley","鳄鱼",text.ini,11,12,5315292
496,"Despicable","卑鄙",text.ini,11,12,5315456
497,"Stupendous","惊人",text.ini,11,12,5315504
498,"Sleepyhead","瞌睡虫",text.ini,11,12,5315660
499,"Swaggering","大摇大摆",text.ini,11,12,5315712
500,"Terrifying","恐怖",text.ini,11,12,5316140
501,"Buffoonish","滑稽的",text.ini,11,12,5316152
502,"Undefeated","不败",text.ini,11,12,5316264
503,"Bewitching","蛊惑",text.ini,11,12,5316356
504,"Avaricious","贪婪",text.ini,11,12,5316384
505,"Gelatinous","凝胶状",text.ini,11,12,5316884
506,"Stargazing","观星",text.ini,11,12,5317036
507,"Blasphemer","亵渎者",text.ini,11,12,5317176
508,"Unkillable","不死",text.ini,11,12,5317516
509,"Dead Dandy","死花花公子",text.ini,11,12,5317600
510,"Vegetarian","素食",text.ini,11,12,5317732
511,"Chattering","抖振",text.ini,11,12,5317916
512,"Traitorous","卖国",text.ini,11,12,5318048
513,"Orangework","橙色工作",text.ini,11,12,5318232
514,"Frame Type","帧类型",text.ini,11,12,5330044
515,"Chronicles","编年史",text.ini,11,12,5330176
516,"No Display","无显示",text.ini,11,12,5330196
517,"360 Degree","360度",text.ini,11,12,5330416
518,"Reposition","重新定位",text.ini,11,12,5330656
519,"Mascot: Roo","吉祥物：小袋鼠",text.ini,12,12,5298448
520,"Mascot: Rex","吉祥物：雷克斯",text.ini,12,12,5298748
521,"Short Sword","短剑",text.ini,12,12,5300656
522,"Iron Shield","铁盾",text.ini,12,12,5300800
523,"Light Magic","光明魔法",text.ini,12,12,5300936
524,"Alter Magic","改变魔法",text.ini,12,12,5300948
525,"Spirit Cape","幽灵角",text.ini,12,12,5300972
